deck_label,slide_number,slide_id,title_text,object_count,text_object_count,picture_count,connector_count,table_count,text_char_count,paragraph_count,bullet_count,text_area_ratio,text_density_chars_per_1000pt2,occupied_area_ratio,object_density_per_million_pt2,focal_box_ratio,alignment_cue_ratio,min_font_pt,median_font_pt,max_font_pt,font_tier_count,title_font_pt,title_to_median_font_ratio,focus_hierarchy_proxy_percentile,load_headroom_proxy_percentile,relationship_encoding_declaration_count,reader_task,relationship_type,selected_grammar,reading_path_declared,visible_cue_count,manual_focus,manual_load,manual_relationship,manual_transition,manual_rhythm
deck,6,S06,금칙어·금지 행위 명시 패턴,7,6,0,0,0,227,9,9,0.7473,0.5859571824824512,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,7,S07,① Guardrails 없음 vs 있음,18,11,0,0,0,304,18,18,0.578975,1.0128585052660646,0.7318243996062994,34.72222222222222,0.18020000000000003,0.6805555555555556,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,8,S08,마이크로 폴 — 가장 위험한 환각 유형은?,43,24,0,0,0,241,24,24,0.423725,1.0971549361228201,0.7303243996062991,82.94753086419753,0.09449999999999999,0.8837209302325582,10.0,12.0,32.0,8,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,9,S09,미니 실습 — RCTFG 완성형,14,9,0,0,0,529,25,25,0.6324000000000001,1.6136108963696987,0.7615493996062993,27.006172839506174,0.245,0.7321428571428571,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,10,S10,오전 종합 — RCTFG 완성 체크리스트,8,7,0,0,0,252,13,13,0.7473,0.6504899118307388,0.766049399606299,15.432098765432098,0.27,0.5,10.0,16.0,32.0,4,32.0,2.0,,,,,,,,,,,,,
deck,1,S01,시나리오 ① 현황 보고서,7,5,0,0,0,133,5,5,0.528,0.48590651889263,0.57866239720035,13.503086419753087,0.16799999999999998,0.5357142857142857,14.0,20.0,80.0,4,56.0,2.8,,,,,,,,,,,,,
deck,2,S02,현황 보고의 3원칙,7,6,0,0,0,217,9,9,0.7473,0.5601440907431362,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,3,S03,현황 보고용 RCTFG 표준 템플릿,7,5,0,0,0,272,5,5,0.6466,0.8114620445788607,0.7342493996062993,13.503086419753087,0.4756,0.39285714285714285,10.0,12.0,32.0,4,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,4,S04,실습 데이터 셋 — 가상 Q2 영업 실적,7,5,0,0,0,204,5,5,0.6466,0.6085965334341455,0.7342493996062993,13.503086419753087,0.4756,0.39285714285714285,10.0,13.0,32.0,5,32.0,2.4615384615384617,,,,,,,,,,,,,
deck,5,S05,① 1차 출력 — 약한 프롬프트,18,11,0,0,0,263,18,18,0.578975,0.8762558779111019,0.7318243996062994,34.72222222222222,0.18020000000000003,0.6805555555555556,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,6,S06,진단 — 1차 출력에서 무엇이 부족한가,7,6,0,0,0,204,10,10,0.7473,0.5265870714820267,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,7,S07,② RCTFG 적용 후 출력 비교,18,11,0,0,0,294,18,18,0.578975,0.9795407912770493,0.7318243996062994,34.72222222222222,0.18020000000000003,0.6805555555555556,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,8,S08,마이크로 폴 — 어느 쪽이 임원 보고용?,43,24,0,0,0,260,24,24,0.423725,1.1836526281822957,0.7303243996062992,82.94753086419753,0.09449999999999999,0.8837209302325582,10.0,12.0,32.0,8,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,9,S09,실습 — 본인 데이터로 현황 보고,14,9,0,0,0,348,23,23,0.6324000000000001,1.0615058448708037,0.7615493996062993,27.006172839506174,0.245,0.7321428571428571,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,10,S10,S5 랩업 — 현황 보고 체크리스트,8,7,0,0,0,189,13,13,0.7473,0.4878674338730541,0.766049399606299,15.432098765432098,0.27,0.5,10.0,16.0,32.0,4,32.0,2.0,,,,,,,,,,,,,
deck,1,S01,시나리오 ② 기획·제안서,7,5,0,0,0,129,5,5,0.528,0.4712927890011223,0.57866239720035,13.503086419753087,0.16799999999999998,0.5357142857142857,14.0,20.0,80.0,4,56.0,2.8,,,,,,,,,,,,,
deck,2,S02,기획의 3원칙,7,6,0,0,0,197,9,9,0.7473,0.5085179072645061,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,3,S03,옵션 비교 매트릭스 설계법,39,21,0,0,0,134,21,21,0.4438,0.5824417627782508,0.7342493996062992,75.23148148148148,0.09449999999999999,0.8974358974358975,10.0,13.0,32.0,5,32.0,2.4615384615384617,,,,,,,,,,,,,
deck,4,S04,실습 시나리오 — 사내 AI 도구 도입 제안,7,5,0,0,0,258,5,5,0.6466,0.7696956158137723,0.7342493996062993,13.503086419753087,0.4756,0.39285714285714285,10.0,13.0,32.0,4,32.0,2.4615384615384617,,,,,,,,,,,,,
deck,5,S05,① Role을 '기획자'로만 둔 1차 출력,18,11,0,0,0,258,17,17,0.578975,0.8595970209165943,0.7318243996062994,34.72222222222222,0.18020000000000003,0.6805555555555556,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,6,S06,진단 — 비교축이 약하면 무엇이 무너지나,7,6,0,0,0,185,9,9,0.7473,0.4775421971773281,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,7,S07,② 비교축 명시한 2차 출력,18,11,0,0,0,282,18,18,0.578975,0.9395595344902309,0.7318243996062994,34.72222222222222,0.18020000000000003,0.6805555555555556,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,8,S08,마이크로 폴 — 가장 설득력 있는 옵션 제시 방식은?,43,24,0,0,0,252,24,24,0.423725,1.1472325473151481,0.7303243996062992,82.94753086419753,0.09449999999999999,0.8837209302325582,10.0,12.0,32.0,8,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,9,S09,실습 — 본인 조직 기획안 RCTFG,14,9,0,0,0,362,23,23,0.6324000000000001,1.10421010299779,0.7615493996062993,27.006172839506174,0.245,0.7321428571428571,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,10,S10,S6 랩업 — 기획·제안 체크리스트,8,7,0,0,0,187,13,13,0.7473,0.48270481552519107,0.766049399606299,15.432098765432098,0.27,0.5,10.0,16.0,32.0,4,32.0,2.0,,,,,,,,,,,,,
deck,1,S01,시나리오 ③ 결과·회고,7,5,0,0,0,134,5,5,0.528,0.4895599513655069,0.57866239720035,13.503086419753087,0.16799999999999998,0.5357142857142857,14.0,20.0,80.0,4,56.0,2.8,,,,,,,,,,,,,
deck,2,S02,회고의 3원칙,7,6,0,0,0,188,9,9,0.7473,0.4852861246991226,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,3,S03,비교축 설계 — KPT / STAR / 4F,7,6,0,0,0,286,9,9,0.7473,0.7382544237444099,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,4,S04,실습 시나리오 — Q1 캠페인 회고,7,5,0,0,0,263,7,7,0.6466,0.7846121975155896,0.7342493996062993,13.503086419753087,0.4756,0.39285714285714285,10.0,13.0,32.0,6,32.0,2.4615384615384617,,,,,,,,,,,,,
deck,5,S05,① '잘 됐다/안 됐다' 수준의 회고,18,11,0,0,0,253,18,18,0.578975,0.8429381639220866,0.7318243996062994,34.72222222222222,0.18020000000000003,0.6805555555555556,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,6,S06,진단 — 학습이 추출되지 않는 회고,7,6,0,0,0,248,9,9,0.7473,0.6401646751350127,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,7,S07,② 비교축·학습 추출이 명시된 회고,18,11,0,0,0,303,18,18,0.578975,1.009526733867163,0.7318243996062994,34.72222222222222,0.18020000000000003,0.6805555555555556,10.0,12.0,32.0,6,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,8,S08,마이크로 폴 — 가장 자주 빠뜨리는 회고 요소는?,43,24,0,0,0,231,24,24,0.423725,1.0516298350388857,0.7303243996062994,82.94753086419753,0.09449999999999999,0.8837209302325582,10.0,12.0,32.0,8,32.0,2.6666666666666665,,,,,,,,,,,,,
deck,9,S09,실습 — 본인 프로젝트 회고 RCTFG,14,9,0,0,0,353,23,23,0.6324000000000001,1.0767573656304417,0.7615493996062993,27.006172839506174,0.245,0.7321428571428571,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,10,S10,S7 랩업 — 회고 체크리스트,8,7,0,0,0,213,13,13,0.7473,0.5498188540474102,0.766049399606299,15.432098765432098,0.27,0.5,10.0,16.0,32.0,4,32.0,2.0,,,,,,,,,,,,,
deck,1,S01,통합 · 챌린지,7,5,0,0,0,129,5,5,0.528,0.4712927890011223,0.57866239720035,13.503086419753087,0.16799999999999998,0.5357142857142857,14.0,20.0,80.0,4,56.0,2.8,,,,,,,,,,,,,
deck,2,S02,오늘 배운 것 한 장 — RCTFG,7,6,0,0,0,240,10,10,0.7473,0.6195142017435608,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,3,S03,8세션 누적 학습 곡선,38,21,0,0,0,190,21,21,0.5773999999999999,0.63476332815901,0.6789493996062994,73.30246913580247,0.09449999999999999,0.8157894736842105,10.0,14.0,32.0,5,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,4,S04,30일 챌린지 — 4주 미션,21,12,0,0,0,167,16,16,0.5606,0.5746433494976723,0.6885493996062992,40.50925925925926,0.09449999999999999,0.7857142857142857,10.0,14.0,32.0,5,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,5,S05,챌린지 등록 — QR 스캔,7,5,1,0,0,107,5,5,0.21939999999999998,0.9407671877285977,0.4230493996062993,13.503086419753087,0.18490000000000004,0.4642857142857143,10.0,14.0,32.0,4,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,6,S06,본인 업무 이식 워크시트,14,9,0,0,0,389,21,21,0.6324000000000001,1.1865683150998352,0.7615493996062993,27.006172839506174,0.245,0.7321428571428571,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,7,S07,실습 — 다음 주 보고서 RCTFG 초안,14,9,0,0,0,321,22,22,0.6324000000000001,0.9791476327687585,0.7615493996062993,27.006172839506174,0.245,0.7321428571428571,10.0,14.0,32.0,6,32.0,2.2857142857142856,,,,,,,,,,,,,
deck,8,S08,짝 리뷰 — 옆사람과 2분 교환,8,7,0,0,0,214,13,13,0.7473,0.5524001632213417,0.766049399606299,15.432098765432098,0.27,0.5,10.0,16.0,32.0,4,32.0,2.0,,,,,,,,,,,,,
deck,9,S09,지속 루틴 — 주간 1회 15분,7,6,0,0,0,240,9,9,0.7473,0.6195142017435608,0.7660493996062991,13.503086419753087,0.54,0.5357142857142857,10.0,17.0,32.0,5,32.0,1.8823529411764706,,,,,,,,,,,,,
deck,10,S10,45:00 / 45:00,8,6,0,0,0,185,6,6,0.4884,0.7306864945753835,0.5631993996062991,15.432098765432098,0.16799999999999998,0.4375,14.0,19.0,84.0,5,16.0,0.8421052631578947,,,,,,,,,,,,,
